Parameter i0,P i1,P k0,P k1,P order0,P order1,P order2,P order3,P mode0,P mode1,P mode2,P mode3,P j0,P j1,P lorder0,P lorder1,P lorder2,P lorder3,P lorder4,P lorder5,P para,P vec,P unroll,P un_fac,P parchunk,Mapped X,Mapped Y,Mapped,Execution Time
16384,2,256,128,i0,k0,k1,i1,1,1,2,2,32,4,i0,k0,j0,k1,i1,j1,i0,None,None,0,2,8,36,836,2.543379068374634
128,256,128,256,i0,k0,k1,i1,1,2,0,1,32,4,i0,k0,k1,j0,i1,j1,i0,j1,k0,128,8,23,4,2304,2.363124132156372
256,128,256,128,i0,k0,k1,i1,1,3,1,2,4,32,i0,k0,j0,k1,j1,i1,i0,None,j1,32,4,4,37,437,3.294119119644165
128,256,256,128,k0,i0,i1,k1,2,1,0,2,4,32,k0,i0,i1,k1,j0,j1,i0,None,None,0,2,24,24,2424,20.166175842285156
128,256,128,256,k0,i0,i1,k1,2,2,0,2,4,32,k0,i0,i1,k1,j0,j1,i0,j1,None,0,4,24,34,2434,17.628463745117188
256,128,128,256,i0,k0,i1,k1,0,2,1,3,4,32,i0,k0,j0,i1,k1,j1,i0,None,j1,32,4,8,15,815,1.8098714351654053
128,256,256,128,i0,k0,k1,i1,0,2,2,1,4,32,i0,k0,k1,i1,j0,j1,i0,None,None,0,4,32,16,3216,1.5043511390686035
128,256,128,256,k0,i0,k1,i1,0,2,1,1,4,32,k0,i0,k1,j0,i1,j1,i0,j1,j0,4,8,38,25,3825,16.821332931518555
128,256,256,128,i0,k0,i1,k1,0,2,2,1,4,32,i0,k0,i1,k1,j0,j1,i0,None,j1,32,1,32,36,3236,1.7164040803909302
256,128,128,256,i0,k0,i1,k1,1,1,2,2,4,32,i0,k0,i1,k1,j0,j1,i0,None,None,0,4,32,6,3206,1.6853630542755127
128,256,256,128,i0,i1,k0,k1,0,1,2,1,32,4,i0,i1,k0,j0,k1,j1,i0,j1,None,0,2,24,26,2426,1.784511923789978
16384,2,128,256,i0,k0,i1,k1,0,1,1,0,4,32,i0,k0,j0,i1,k1,j1,i0,None,j1,32,4,3,5,305,1.9989262819290161
256,128,256,128,i0,k0,k1,i1,1,1,1,2,4,32,i0,k0,j0,k1,i1,j1,i0,None,j1,32,4,4,35,435,1.642057180404663
256,128,256,128,i0,k0,i1,k1,0,0,1,2,4,32,i0,k0,i1,k1,j0,j1,i0,j1,None,0,2,32,15,3215,1.630323886871338
256,128,128,256,i0,k0,i1,k1,0,2,1,1,4,32,i0,k0,j0,i1,k1,j1,i0,j1,j0,4,4,38,15,3815,1.8550041913986206
256,128,128,256,i0,k0,i1,k1,0,2,1,1,4,32,i0,k0,i1,j0,k1,j1,i0,None,j1,32,4,8,35,835,1.7100356817245483
16384,2,256,128,i0,k0,k1,i1,0,2,1,2,4,32,i0,k0,j0,k1,i1,j1,i0,None,j1,32,8,0,25,25,1.9542055130004883
256,128,256,128,i0,k0,i1,k1,0,1,0,2,4,32,i0,k0,j0,i1,k1,j1,i0,j1,None,0,8,8,4,804,1.8957359790802002
256,128,256,128,i0,k0,i1,k1,1,1,2,2,32,4,i0,k0,i1,k1,j0,j1,i0,None,j0,32,1,16,6,1606,1.7449792623519897
128,256,256,128,i0,k0,i1,k1,1,2,2,2,4,32,i0,k0,i1,k1,j0,j1,i0,None,None,0,4,32,16,3216,1.5390427112579346
128,256,128,256,i0,k0,i1,k1,0,2,1,2,32,4,i0,k0,i1,k1,j0,j1,i0,None,None,0,4,24,35,2435,1.752739667892456
128,256,256,128,i0,k0,i1,k1,2,2,4,2,4,32,i0,k0,i1,k1,j0,j1,i0,None,None,0,2,24,38,2438,18.119495391845703
256,128,128,256,i0,k0,k1,i1,0,1,1,2,32,4,i0,k0,k1,i1,j0,j1,i0,None,None,0,4,32,5,3205,1.7324715852737427
128,256,128,256,i0,k0,k1,i1,2,2,1,2,4,32,i0,k0,k1,j0,i1,j1,i0,j1,j0,4,8,38,25,3825,18.128610610961914
256,128,128,256,i0,k0,i1,k1,0,1,2,1,4,32,i0,k0,i1,k1,j0,j1,None,None,None,0,4,32,26,3226,18.185026168823242
256,128,256,128,i0,k0,k1,i1,0,3,1,2,4,32,i0,k0,k1,i1,j0,j1,i0,None,j1,32,4,4,25,425,1.5064599514007568
256,128,128,256,i0,k0,i1,k1,1,2,1,3,4,32,i0,k0,i1,j0,k1,j1,i0,None,None,0,4,32,15,3215,1.7384811639785767
256,128,256,128,i0,k0,k1,i1,1,3,1,2,4,32,i0,k0,j0,k1,i1,j1,i0,j1,None,0,4,16,15,1615,1.741385817527771
256,128,256,128,i0,k0,i1,k1,0,1,2,2,4,32,i0,k0,i1,k1,j0,j1,None,j1,i0,256,2,31,26,3126,16.548181533813477
256,128,128,256,i0,k0,i1,k1,0,2,1,3,4,32,i0,k0,i1,j0,k1,j1,None,None,i0,128,4,23,35,2335,17.438310623168945
256,128,256,128,i0,k0,i1,k1,0,2,1,3,4,32,i0,k0,j0,i1,k1,j1,i0,None,j1,32,8,22,15,2215,1.7400199174880981
128,256,128,256,i0,k0,i1,k1,0,1,0,2,4,32,i0,k0,i1,j0,k1,j1,i0,j1,k0,128,2,14,24,1424,1.5376369953155518
256,128,256,128,i0,k0,i1,k1,0,1,2,1,32,4,i0,k0,i1,k1,j0,j1,None,None,i0,256,1,23,26,2326,19.49151611328125
128,256,256,128,i0,i1,k0,k1,0,1,2,3,32,4,i0,i1,k0,j0,k1,j1,i0,j1,None,0,1,8,26,826,1.7876039743423462
256,128,256,128,i0,k0,k1,i1,0,3,1,2,4,32,i0,k0,k1,i1,j0,j1,i0,j1,None,0,2,32,25,3225,1.567404866218567
256,128,256,128,i0,k0,i1,k1,0,2,1,3,4,32,i0,k0,i1,j0,k1,j1,i0,j1,j0,4,1,36,35,3635,1.6891604661941528
256,128,128,256,i0,k0,i1,k1,1,2,1,3,4,32,i0,k0,i1,j0,k1,j1,i0,j1,j0,4,8,19,15,1915,1.7102960348129272
128,256,128,256,i0,k0,k1,i1,0,1,1,2,4,32,i0,j0,k0,k1,i1,j1,i0,j1,None,0,4,24,15,2415,1.9011588096618652
128,256,256,128,i0,k0,i1,k1,0,1,2,2,4,32,i0,k0,i1,k1,j0,j1,i0,None,None,0,1,8,26,826,1.6860054731369019
128,256,128,256,i0,k0,i1,k1,0,2,2,2,4,32,i0,k0,i1,k1,j0,j1,i0,j1,None,0,2,8,36,836,1.5211070775985718
256,128,256,128,i0,k0,i1,k1,0,1,2,2,4,32,i0,k0,i1,k1,j0,j1,i0,j1,None,0,1,24,26,2426,1.691532850265503
256,128,128,256,i0,k0,i1,k1,0,2,1,3,4,32,i0,k0,j0,i1,k1,j1,i0,j1,j0,4,8,19,15,1915,1.80474054813385
256,128,128,256,i0,k0,i1,k1,0,2,1,3,4,32,i0,k0,i1,j0,k1,j1,i0,None,j1,32,8,4,35,435,1.6718225479125977
256,128,256,128,i0,k0,i1,k1,1,1,1,2,4,32,i0,j0,k0,i1,k1,j1,i0,None,None,0,2,32,25,3225,1.7340575456619263
128,256,128,256,i0,k0,i1,k1,0,1,0,2,4,32,i0,k0,i1,j0,k1,j1,i0,None,None,0,4,24,24,2424,1.7187427282333374
128,256,128,256,i0,k0,i1,k1,1,2,2,3,32,4,i0,k0,i1,k1,j0,j1,i0,None,None,0,8,32,16,3216,1.7633596658706665
256,128,256,128,i0,k0,i1,k1,0,1,2,1,32,4,i0,k0,i1,k1,j0,j1,i0,j1,None,0,2,32,26,3226,2.2623066902160645
256,128,128,256,i0,k0,k1,i1,0,3,1,2,32,4,i0,k0,k1,i1,j0,j1,i0,None,None,0,8,16,25,1625,1.7901571989059448
128,256,128,256,i0,k0,k1,i1,1,2,0,1,4,32,i0,k0,k1,j0,i1,j1,i0,j1,k0,128,16,31,4,3104,2.4136505126953125
16384,2,4096,8,k0,k1,i0,i1,2,1,1,2,2,64,k0,k1,i0,j0,j1,i1,i0,None,j1,64,128,0,37,37,53.7271842956543
128,256,16384,2,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,i0,None,j1,32,128,0,8,8,20.98830795288086
8192,4,128,256,k0,i0,i1,k1,2,2,0,3,16,8,k0,j0,i0,j1,i1,k1,None,None,k0,8192,4,0,7,7,130.34390258789062
8192,4,128,256,k0,i0,k1,i1,0,1,1,1,1,128,k0,i0,k1,j0,j1,i1,None,None,i0,128,256,0,37,37,54.47607421875
4096,8,8192,4,k0,k1,i0,i1,1,0,1,0,2,64,j0,k0,j1,k1,i0,i1,None,i1,None,0,1,32,27,3227,111.6314926147461
2048,16,256,128,i0,k0,k1,i1,0,1,1,2,32,4,j0,i0,k0,k1,i1,j1,j0,j1,None,0,256,8,15,815,176.7951202392578
8192,4,16384,2,i0,k0,k1,i1,2,2,4,4,4,32,i0,j0,k0,k1,i1,j1,None,None,j1,32,2,0,28,28,24.82992172241211
16384,2,4096,8,i0,k0,k1,i1,2,1,2,2,128,1,i0,j0,k0,k1,i1,j1,i0,j1,None,0,16,1,16,116,118.60987854003906
8192,4,256,128,k0,i0,k1,i1,2,3,1,2,8,16,k0,i0,j0,k1,j1,i1,None,None,None,0,32,16,17,1617,62.6588134765625
16384,2,32768,1,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,0,15,15,2.3760950565338135
1024,32,4096,8,i0,k0,i1,k1,2,2,4,3,1,128,j0,i0,k0,i1,j1,k1,None,None,j1,128,8,0,31,31,77.51456451416016
512,64,1024,32,i0,k0,i1,k1,0,2,2,3,32,4,i0,k0,i1,j0,j1,k1,None,None,None,0,16,8,9,809,83.49378967285156
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,24,15,2415,2.3027987480163574
128,256,128,256,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,i0,None,j1,32,128,15,8,1508,22.71450424194336
8192,4,128,256,i0,k0,k1,i1,2,2,4,4,4,32,i0,j0,k0,k1,i1,j1,None,None,j1,32,2,15,28,1528,23.50532341003418
16384,2,128,256,k0,k1,i0,i1,2,1,1,2,2,64,k0,k1,i0,j0,j1,i1,i0,None,j1,64,128,0,37,37,56.428611755371094
1024,32,256,128,i0,k0,i1,k1,2,2,4,3,1,128,j0,i0,k0,i1,j1,k1,None,None,j1,128,8,3,31,331,78.51318359375
256,128,16384,2,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,i0,None,j1,32,128,0,8,8,19.364097595214844
256,128,256,128,k0,i0,k1,i1,2,3,1,2,8,16,k0,i0,j0,k1,j1,i1,None,None,None,0,32,32,17,3217,70.37854766845703
256,128,4096,8,i0,k0,k1,i1,2,1,2,2,128,1,i0,j0,k0,k1,i1,j1,i0,j1,None,0,16,24,16,2416,108.58617401123047
16384,2,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,0,15,15,2.240772008895874
128,256,16384,2,i0,k0,i1,k1,2,1,4,1,32,4,i0,k0,j0,i1,k1,j1,i0,None,j0,32,128,0,8,8,41.08881378173828
16384,2,4096,8,k0,k1,i0,i1,2,1,1,2,64,2,k0,k1,i0,j0,j1,i1,i0,None,j0,64,128,0,37,37,64.24274444580078
16384,2,4096,8,i0,k0,k1,i1,2,1,2,2,1,128,i0,j0,k0,k1,i1,j1,i0,j1,None,0,16,1,16,116,17.730148315429688
2048,16,256,128,i0,k0,k1,i1,0,1,1,2,4,32,j0,i0,k0,k1,i1,j1,j0,j1,None,0,256,8,15,815,39.658931732177734
16384,2,32768,1,i0,i1,k0,k1,0,0,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,0,16,16,2.597133159637451
16384,2,32768,1,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,j1,j0,64,8,0,15,15,2.550790309906006
128,256,16384,2,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,None,j1,j0,4,128,0,8,8,19.065292358398438
8192,4,256,128,k0,i0,k1,i1,2,3,1,2,8,16,k0,i0,j0,k1,j1,i1,None,None,j1,16,32,0,17,17,54.65352249145508
16384,2,32768,1,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,0,15,15,2.369776725769043
128,256,16384,2,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,i0,None,j1,32,256,0,8,8,20.468626022338867
8192,4,16384,2,i0,k0,k1,i1,2,2,4,4,4,32,i0,j0,k0,k1,i1,j1,None,None,j1,32,4,0,28,28,22.78137969970703
512,64,1024,32,i0,k0,i1,k1,0,2,2,3,32,4,i0,k0,i1,j0,j1,k1,None,None,None,0,32,24,9,2409,86.86994934082031
16384,2,256,128,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,32,15,3215,2.3849904537200928
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,32,15,3215,4.204951286315918
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,j1,i1,256,8,0,15,15,2.3838863372802734
16384,2,128,256,i0,i1,k0,k1,0,0,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,24,16,2416,2.500999689102173
16384,2,128,256,i0,k0,k1,i1,2,1,2,2,1,128,i0,j0,k0,k1,i1,j1,i0,j1,None,0,16,32,16,3216,18.355777740478516
128,256,128,256,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,None,j1,j0,4,128,22,8,2208,21.525365829467773
256,128,128,256,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,i0,None,j1,32,128,7,8,708,22.05754852294922
128,256,128,256,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,i0,None,j1,32,256,7,8,708,19.3322811126709
8192,4,128,256,i0,k0,k1,i1,2,2,4,4,4,32,i0,j0,k0,k1,i1,j1,None,None,j1,32,4,7,28,728,22.99143409729004
2048,16,128,256,i0,k0,k1,i1,0,1,1,2,4,32,j0,i0,k0,k1,i1,j1,j0,j1,None,0,256,16,15,1615,38.52880859375
128,256,128,256,i0,k0,i1,k1,2,1,4,1,32,4,i0,k0,j0,i1,k1,j1,i0,None,j0,32,128,15,8,1508,40.6329345703125
16384,2,128,256,k0,k1,i0,i1,2,1,1,2,64,2,k0,k1,i0,j0,j1,i1,i0,None,j0,64,128,0,37,37,63.119606018066406
256,128,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,16,15,1615,2.389131784439087
128,256,32768,1,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,j1,j0,64,8,0,15,15,2.7115650177001953
128,256,32768,1,i0,i1,k0,k1,0,0,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,32,16,3216,2.5940895080566406
256,128,4096,8,i0,k0,k1,i1,2,1,2,2,1,128,i0,j0,k0,k1,i1,j1,i0,j1,None,0,16,24,16,2416,20.302743911743164
256,128,16384,2,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,None,j1,j0,4,128,0,8,8,18.000566482543945
256,128,128,256,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,i0,None,j1,32,128,7,8,708,22.54778480529785
256,128,128,256,i0,k0,k1,i1,2,2,4,4,4,32,i0,j0,k0,k1,i1,j1,None,None,j1,32,2,16,28,1628,21.883913040161133
256,128,1024,32,i0,k0,i1,k1,0,2,2,3,32,4,i0,k0,i1,j0,j1,k1,None,None,None,0,32,8,9,809,86.45862579345703
16384,2,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,0,15,15,2.325556516647339
16384,2,32768,1,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,0,16,16,3.028407096862793
8192,4,16384,2,i0,k0,k1,i1,2,2,4,4,32,4,i0,j0,k0,k1,i1,j1,None,None,j0,32,4,0,28,28,52.254573822021484
128,256,128,256,k0,i0,i1,k1,4,1,2,1,4,32,k0,i0,j0,i1,k1,j1,j0,None,j1,32,128,15,6,1506,45.31624221801758
16384,2,32768,1,i0,i1,k0,k1,1,0,1,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,0,35,35,3.3115010261535645
16384,2,128,256,i0,i1,k0,k1,1,1,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,24,6,2406,2.4865951538085938
16384,2,32768,1,i0,i1,k0,k1,1,0,1,2,64,2,i0,i1,k0,k1,j0,j1,i0,j1,j0,64,8,0,35,35,2.6412365436553955
16384,2,32768,1,i0,i1,k0,k1,1,1,2,3,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,0,6,6,2.628025770187378
256,128,256,128,k0,i0,k1,i1,2,1,1,2,8,16,k0,i0,j0,k1,j1,i1,None,None,None,0,32,32,37,3237,53.132633209228516
256,128,4096,8,i0,k0,k1,i1,1,0,1,1,128,1,i0,j0,k0,k1,i1,j1,i0,j1,None,0,16,24,25,2425,13.161717414855957
16384,2,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,8,0,15,15,2.337562084197998
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,i1,256,8,0,15,15,2.4218571186065674
16384,2,32768,1,i0,i1,k0,k1,0,0,2,2,64,2,i0,i1,k0,k1,j0,j1,None,j1,None,0,8,0,16,16,34.02732467651367
16384,2,4096,8,i0,k0,k1,i1,2,1,2,2,1,128,i0,j0,k0,k1,i1,j1,i0,j1,j0,1,16,0,16,16,18.72616958618164
128,256,16384,2,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,i0,j1,None,0,128,4,8,408,19.18881607055664
256,128,16384,2,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,i0,j1,j0,4,128,0,8,8,20.86684226989746
128,256,16384,2,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,None,j1,j0,4,256,0,8,8,20.072851181030273
128,256,128,256,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,None,None,None,0,128,32,8,3208,20.466867446899414
8192,4,16384,2,i0,k0,k1,i1,2,2,4,4,4,32,i0,j0,k0,k1,i1,j1,i0,j1,j0,4,4,0,28,28,23.638629913330078
128,256,16384,2,i0,k0,i1,k1,2,1,4,1,32,4,i0,k0,j0,i1,k1,j1,None,None,None,0,128,4,8,408,40.2515983581543
16384,2,128,256,k0,k1,i0,i1,2,1,1,2,2,64,k0,k1,i0,j0,j1,i1,i0,None,None,0,128,4,37,437,53.71266174316406
16384,2,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,0,15,15,2.3825759887695312
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,32,15,3215,4.077144622802734
16384,2,32768,1,i0,i1,k0,k1,0,0,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,0,16,16,2.4429779052734375
128,256,16384,2,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,None,j1,j0,4,256,0,8,8,20.227861404418945
256,128,16384,2,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,i0,None,j1,32,256,0,8,8,20.856775283813477
128,256,128,256,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,i0,None,j1,32,256,7,8,708,18.9446964263916
8192,4,128,256,i0,k0,k1,i1,2,2,4,4,4,32,i0,j0,k0,k1,i1,j1,None,None,j1,32,4,7,28,728,23.7266788482666
16384,2,256,128,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,16,15,1615,1.876619815826416
16384,2,256,128,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,8,32,15,3215,1.8613531589508057
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,8,15,815,1.9107542037963867
16384,2,256,128,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,j1,i1,128,8,0,15,15,2.3823752403259277
256,128,128,256,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,16,15,1615,1.989364743232727
16384,2,256,128,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,i1,128,8,0,15,15,2.404571056365967
16384,2,128,256,i0,i1,k0,k1,1,1,2,3,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,24,6,2406,2.438676357269287
16384,2,128,256,i0,i1,k0,k1,1,0,1,2,64,2,i0,i1,k0,k1,j0,j1,i0,j1,i1,256,8,0,35,35,2.468797206878662
128,256,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,j1,i1,256,8,31,15,3115,2.4248647689819336
16384,2,128,256,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,24,16,2416,1.8615601062774658
16384,2,256,128,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,16,15,1615,4.408860206604004
16384,2,128,256,i0,k0,k1,i1,2,1,2,2,1,128,i0,j0,k0,k1,i1,j1,i0,j1,j0,1,16,16,16,1616,17.813663482666016
128,256,256,128,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,i0,None,j1,32,256,3,8,308,19.552871704101562
128,256,256,128,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,i0,j1,None,0,128,16,8,1608,21.228883743286133
128,256,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,16,15,1615,2.1971049308776855
256,128,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,None,0,8,16,15,1615,2.4515798091888428
128,256,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,24,15,2415,2.377955198287964
256,128,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,j1,i1,256,8,15,15,1515,2.424164295196533
128,256,256,128,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,16,15,1615,2.381143808364868
128,256,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,32,15,3215,2.6115198135375977
128,256,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,i1,256,8,31,15,3115,2.21528697013855
256,128,32768,1,i0,i1,k0,k1,0,0,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,8,16,816,2.2121546268463135
256,128,128,256,i0,i1,k0,k1,1,1,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,16,6,1606,2.338954210281372
128,256,128,256,i0,i1,k0,k1,0,0,2,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,32,16,3216,2.299581289291382
256,128,32768,1,i0,i1,k0,k1,1,1,2,3,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,16,6,1606,2.364057779312134
256,128,32768,1,i0,i1,k0,k1,1,0,1,2,64,2,i0,i1,k0,k1,j0,j1,i0,j1,j0,64,8,0,35,35,2.347590208053589
256,128,32768,1,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,j1,j0,64,8,0,15,15,2.2914984226226807
128,256,32768,1,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,32,16,3216,1.9687488079071045
256,128,32768,1,i0,i1,k0,k1,1,0,1,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,16,35,1635,2.0729143619537354
128,256,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,16,15,1615,4.0400004386901855
128,256,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,16,16,15,1615,4.056890964508057
128,256,4096,8,i0,k0,k1,i1,1,0,1,1,128,1,i0,j0,k0,k1,i1,j1,i0,j1,None,0,16,8,25,825,12.468055725097656
256,128,128,256,i0,k0,k1,i1,2,1,2,2,1,128,i0,j0,k0,k1,i1,j1,i0,j1,None,0,16,8,16,816,20.659507751464844
256,128,128,256,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,i0,None,j1,32,256,3,8,308,19.878215789794922
256,128,128,256,i0,k0,i1,k1,2,1,4,1,4,32,i0,k0,j0,i1,k1,j1,i0,None,j1,32,256,3,8,308,20.97751235961914
16384,2,32768,1,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,j1,None,0,8,0,15,15,2.3209078311920166
16384,2,32768,1,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,0,15,15,2.6009769439697266
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,i1,256,8,0,15,15,1.5516129732131958
16384,2,256,128,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,32,15,3215,1.563718318939209
16384,2,128,256,i0,i1,k0,k1,1,1,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,24,6,2406,1.573632001876831
16384,2,128,256,i0,i1,k0,k1,0,0,2,2,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,24,16,2416,1.5223114490509033
16384,2,32768,1,i0,i1,k0,k1,1,1,2,3,2,64,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,0,6,6,2.032777786254883
16384,2,32768,1,i0,i1,k0,k1,1,0,1,2,2,64,i0,i1,k0,k1,j0,j1,i0,j1,j0,2,8,0,35,35,1.9875200986862183
128,256,32768,1,i0,i1,k0,k1,0,0,1,1,2,64,i0,i1,k0,k1,j0,j1,i0,j1,j0,2,8,10,15,1015,2.061497926712036
16384,2,32768,1,i0,i1,k0,k1,1,0,1,2,64,2,i0,i1,k0,k1,j0,j1,i0,None,None,0,8,0,35,35,2.418802261352539
128,256,16384,2,i0,k0,i1,k1,2,1,4,1,32,4,i0,k0,j0,i1,k1,j1,None,j1,j0,32,256,0,8,8,36.98481750488281
16384,2,32768,1,i0,i1,k0,k1,1,0,1,2,64,2,i0,i1,k0,j0,k1,j1,i0,j1,j0,64,8,0,35,35,2.961371898651123
16384,2,128,256,i0,i1,k0,k1,0,0,1,1,64,2,i0,i1,k0,j0,k1,j1,i0,None,None,0,16,32,15,3215,12.752899169921875
128,256,128,256,i0,k0,k1,i1,2,1,4,1,4,32,i0,k0,k1,i1,j0,j1,i0,None,j1,32,256,7,8,708,18.36270523071289
