Parameter i0,P i1,P k0,P k1,P order0,P order1,P order2,P order3,P mode0,P mode1,P mode2,P mode3,P j0,P j1,P lorder0,P lorder1,P lorder2,P lorder3,P lorder4,P lorder5,P para,P vec,P unroll,P un_fac,P parchunk,Mapped X,Mapped Y,Mapped,Execution Time
256,128,256,128,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,8,27,25,2725,1.2568992376327515
128,256,128,256,i0,i1,k0,k1,0,2,2,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,4,20,36,2036,1.3509825468063354
128,256,128,256,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,k0,j0,k1,j1,i0,j1,j0,8,4,20,16,2016,1.2412371635437012
256,128,256,128,i0,i1,k0,k1,1,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,8,35,835,1.2900338172912598
256,128,256,128,i0,i1,k0,k1,1,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,i1,128,8,15,35,1535,1.239911437034607
128,256,128,256,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,None,j1,16,4,3,16,316,1.2602369785308838
128,256,256,128,i0,i1,k0,k1,1,2,2,2,8,16,i0,i1,k0,j0,k1,j1,i0,None,None,0,8,16,16,1616,1.3087223768234253
128,256,256,128,i0,i1,k0,k1,1,1,1,2,16,8,i0,i1,k0,j0,k1,j1,i0,None,None,0,8,16,5,1605,1.403317928314209
256,128,256,128,i0,i1,k0,k1,0,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,i1,128,4,31,15,3115,1.2620718479156494
256,128,256,128,i0,k0,i1,k1,1,2,2,3,16,8,i0,k0,i1,j0,k1,j1,i0,j1,j0,16,4,0,16,16,1.335785984992981
256,128,256,128,i0,k0,i1,k1,1,2,2,3,16,8,i0,k0,i1,j0,k1,j1,i0,j1,j0,16,4,0,16,16,1.3172541856765747
128,256,128,256,i0,k0,i1,k1,1,2,2,3,16,8,i0,k0,i1,j0,k1,j1,i0,j1,j0,16,4,3,16,316,1.3533841371536255
256,128,256,128,i0,k0,i1,k1,1,1,1,2,16,8,i0,k0,i1,j0,k1,j1,i0,None,j0,16,4,0,5,5,1.4652736186981201
128,256,128,256,i0,i1,k0,k1,0,1,1,1,16,8,i0,i1,j0,k0,k1,j1,i0,j1,None,0,4,24,25,2425,1.4218878746032715
128,256,256,128,i0,i1,k0,k1,1,1,2,3,16,8,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,16,6,1606,1.8644970655441284
512,64,256,128,i0,i1,k0,k1,0,2,2,1,16,8,i0,i1,j0,k0,k1,j1,i0,j1,j0,16,4,0,36,36,1.49639093875885
128,256,256,128,i0,i1,k0,k1,0,1,1,1,16,8,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,16,25,1625,1.8916288614273071
256,128,128,256,i0,i1,k0,k1,0,1,1,1,16,8,i0,i1,j0,k0,k1,j1,i0,j1,j0,16,4,1,25,125,1.431652545928955
128,256,128,256,i0,k0,i1,k1,1,2,2,3,16,8,i0,k0,i1,j0,k1,j1,i0,j1,j0,16,4,3,16,316,1.3429752588272095
256,128,128,256,i0,i1,k0,k1,1,2,2,3,16,8,i0,i1,k0,j0,k1,j1,i0,j1,j0,16,4,1,16,116,1.2637752294540405
512,64,256,128,i0,i1,k0,k1,1,0,1,1,16,8,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,24,35,2435,1.933760643005371
128,256,256,128,i0,i1,k0,k1,1,0,1,1,16,8,i0,i1,j0,k0,k1,j1,i0,j1,i1,128,8,31,35,3135,1.3998448848724365
256,128,256,128,i0,k0,i1,k1,1,1,1,2,16,8,i0,k0,i1,j0,k1,j1,i0,j1,j0,16,2,1,5,105,1.5124672651290894
512,64,256,128,i0,i1,k0,k1,1,2,2,2,16,8,i0,i1,k0,j0,k1,j1,i0,None,None,0,8,24,16,2416,1.4311788082122803
128,256,256,128,i0,i1,k0,k1,0,0,1,1,16,8,i0,i1,j0,k0,k1,j1,i0,j1,i1,128,4,23,15,2315,1.3440382480621338
256,128,128,256,k0,i0,i1,k1,1,1,1,2,16,8,k0,i0,i1,k1,j0,j1,i0,j1,j0,16,4,1,5,105,24.227537155151367
256,128,128,256,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,k0,k1,j0,j1,i0,j1,j0,8,4,30,16,3016,1.1338520050048828
256,128,128,256,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,k1,j0,j1,i0,None,j1,16,4,1,16,116,2.211174249649048
256,128,256,128,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,k1,j0,j1,i0,j1,j0,8,2,30,5,3005,1.2384686470031738
256,128,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,k1,j0,j1,i0,j1,j0,8,4,15,16,1516,1.1471143960952759
256,128,128,256,i0,k0,i1,k1,1,2,2,3,16,8,i0,k0,i1,k1,j0,j1,i0,j1,j0,16,4,1,16,116,1.1752474308013916
512,64,256,128,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,k0,j0,k1,j1,i0,None,None,0,4,8,16,816,1.1953051090240479
128,256,128,256,i0,i1,k0,k1,0,2,2,2,8,16,i0,i1,j0,k0,k1,j1,i0,j1,None,0,4,24,36,2436,1.8781578540802002
128,256,256,128,i0,i1,k0,k1,1,0,2,2,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,16,36,1636,1.3532540798187256
128,256,256,128,i0,i1,k0,k1,0,2,1,2,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,16,35,1635,1.4211981296539307
256,128,128,256,i0,i1,k0,k1,0,2,2,2,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,4,30,36,3036,1.469037413597107
256,128,128,256,i0,i1,k0,k1,1,2,4,3,8,16,i0,i1,k0,j0,k1,j1,i0,j1,j0,8,4,30,18,3018,1.0452041625976562
512,64,256,128,i0,i1,k0,k1,1,1,2,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,24,6,2406,1.2370587587356567
128,256,256,128,i0,i1,k0,k1,1,1,2,2,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,8,15,6,1506,1.4336005449295044
256,128,128,256,i0,k0,i1,k1,0,2,1,3,8,16,i0,k0,i1,j0,k1,j1,i0,None,j1,16,4,1,35,135,1.1007884740829468
256,128,32768,1,i0,i1,k0,k1,1,0,2,2,8,16,i0,j0,i1,k0,k1,j1,i0,None,None,0,64,2,36,236,1.5527963638305664
256,128,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,j1,j0,8,2,30,16,3016,1.320870041847229
512,64,256,128,i0,i1,k0,k1,1,2,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,None,0,8,24,15,2415,1.2171553373336792
512,64,256,128,i0,i1,k0,k1,1,2,2,2,16,8,i0,i1,k0,j0,k1,j1,i0,None,None,0,8,24,16,2416,1.364560604095459
256,128,256,128,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,k1,j0,j1,i0,None,None,0,4,16,5,1605,1.2360366582870483
256,128,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,None,None,0,4,16,16,1616,1.2818818092346191
256,128,128,256,i0,k0,i1,k1,1,1,1,2,16,8,i0,k0,i1,k1,j0,j1,i0,None,j0,16,4,1,5,105,1.085490107536316
256,128,256,128,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,k0,j0,k1,j1,i0,None,j1,16,8,0,5,5,1.1269551515579224
256,128,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,None,None,0,4,16,16,1616,2.635615110397339
256,128,256,128,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,j0,k1,j1,i0,j1,None,0,4,16,5,1605,1.3325178623199463
512,64,256,128,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,k0,j0,k1,j1,None,j1,j0,8,4,27,5,2705,21.36846351623535
128,256,256,128,i0,i1,k0,k1,1,1,2,3,8,16,i0,i1,j0,k0,k1,j1,None,None,j1,16,8,0,6,6,25.825374603271484
512,64,256,128,i0,i1,k0,k1,0,2,2,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,j1,16,4,0,36,36,1.3767390251159668
256,128,128,256,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,None,None,None,0,4,32,25,3225,24.151411056518555
128,256,256,128,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,None,None,i0,256,8,15,25,1525,25.390884399414062
256,128,128,256,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,None,j1,None,0,4,32,16,3216,22.471654891967773
256,128,256,128,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,k1,j0,j1,i0,j1,j0,8,2,30,5,3005,1.2975972890853882
256,128,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,j1,j0,8,2,30,16,3016,1.3284680843353271
256,128,256,128,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,k0,j0,k1,j1,i0,None,None,0,4,16,5,1605,1.3162548542022705
256,128,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,j1,j0,8,2,30,16,3016,1.315716028213501
256,128,128,256,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,k1,j0,j1,i0,j1,j0,8,2,20,16,2016,1.2538914680480957
256,128,256,128,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,j0,k1,j1,i0,None,j1,16,2,1,5,105,1.341475248336792
128,256,128,256,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,None,0,8,32,25,3225,1.4525727033615112
128,256,256,128,i0,i1,k0,k1,1,1,2,3,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,4,32,6,3206,1.315637230873108
128,256,256,128,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,4,32,25,3225,1.3371156454086304
256,128,256,128,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,2,32,16,3216,1.378240704536438
128,256,128,256,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,j1,j0,8,8,30,16,3016,1.3567851781845093
256,128,128,256,i0,i1,k0,k1,0,2,2,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,8,15,36,1536,1.535380244255066
256,128,128,256,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,k0,j0,k1,j1,i0,j1,j0,8,8,15,16,1516,1.3145548105239868
128,256,256,128,i0,i1,k0,k1,1,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,i1,128,16,15,35,1535,1.4429022073745728
256,128,128,256,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,None,j1,16,8,0,16,16,1.456794023513794
256,128,32768,1,i0,i1,k0,k1,0,0,1,1,8,16,i0,j0,i1,k0,k1,j1,i0,None,None,0,128,1,15,115,1.4326865673065186
256,128,256,128,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,j0,k1,j1,i0,j1,j0,8,1,20,5,2005,1.4334919452667236
512,64,256,128,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,None,0,16,32,25,3225,1.457292079925537
512,64,256,128,i0,i1,k0,k1,1,1,1,2,16,8,i0,i1,k0,j0,k1,j1,i0,None,None,0,16,32,5,3205,1.5507665872573853
128,256,256,128,i0,i1,k0,k1,0,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,i1,128,2,7,15,715,1.3620795011520386
256,128,256,128,i0,i1,k0,k1,1,2,4,3,8,16,i0,i1,k0,j0,k1,j1,i0,j1,j0,8,4,15,18,1518,1.2418904304504395
256,128,256,128,i0,k0,i1,k1,0,2,1,3,8,16,i0,k0,i1,j0,k1,j1,i0,None,j1,16,4,0,35,35,1.2295695543289185
256,128,128,256,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,k0,j0,k1,j1,i0,None,j1,16,8,0,5,5,1.349663496017456
256,128,256,128,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,k0,k1,j0,j1,i0,j1,j0,8,4,15,16,1516,1.4065741300582886
128,256,128,256,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,k1,j0,j1,i0,j1,j0,8,4,20,5,2005,1.056542158126831
512,64,128,256,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,k0,j0,k1,j1,i0,None,None,0,4,16,16,1616,1.1145237684249878
512,64,128,256,i0,i1,k0,k1,1,2,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,None,0,8,8,15,815,1.5305235385894775
128,256,128,256,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,k0,j0,k1,j1,i0,None,None,0,4,24,5,2405,1.1678109169006348
128,256,256,128,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,k0,j0,k1,j1,i0,j1,j0,8,4,30,16,3016,1.2568317651748657
256,128,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,k1,j0,j1,i0,j1,j0,8,2,30,16,3016,1.2697179317474365
256,128,128,256,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,8,15,25,1525,1.4280931949615479
128,256,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,None,j1,16,4,1,16,116,1.249808669090271
256,128,128,256,i0,i1,k0,k1,0,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,i1,256,4,31,15,3115,1.2700966596603394
256,128,256,128,i0,i1,k0,k1,1,2,2,3,16,8,i0,i1,k0,j0,k1,j1,i0,j1,j0,16,4,0,16,16,1.409119725227356
256,128,256,128,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,None,0,4,16,25,1625,1.3336386680603027
128,256,128,256,i0,i1,k0,k1,1,2,4,3,8,16,i0,i1,k0,j0,k1,j1,i0,j1,j0,8,4,20,18,2018,1.1877386569976807
128,256,128,256,i0,k0,i1,k1,1,1,1,2,16,8,i0,k0,i1,k1,j0,j1,i0,None,j0,16,4,3,5,305,1.0562275648117065
128,256,128,256,i0,k0,i1,k1,0,2,1,3,8,16,i0,k0,i1,j0,k1,j1,i0,None,j1,16,4,3,35,335,1.2683041095733643
128,256,256,128,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,k0,j0,k1,j1,i0,None,j1,16,8,0,5,5,1.1435686349868774
128,256,128,256,i0,k0,i1,k1,1,2,2,3,16,8,i0,k0,i1,k1,j0,j1,i0,j1,j0,16,4,3,16,316,1.2967679500579834
128,256,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,k1,j0,j1,i0,j1,j0,8,4,30,16,3016,1.3990834951400757
128,256,256,128,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,k0,j0,k1,j1,i0,None,None,0,4,32,16,3216,1.2523914575576782
256,128,256,128,i0,i1,k0,k1,1,2,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,None,0,8,8,15,815,1.3271136283874512
128,256,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,None,j1,16,4,1,16,116,1.2523550987243652
128,256,256,128,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,k1,j0,j1,i0,None,None,0,4,32,5,3205,1.3363584280014038
256,128,256,128,i0,i1,k0,k1,1,1,2,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,8,6,806,1.288609504699707
128,256,256,128,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,k1,j0,j1,i0,j1,j0,8,2,20,5,2005,1.3753881454467773
128,256,128,256,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,k1,j0,j1,i0,j1,j0,8,2,0,16,16,1.2226682901382446
256,128,128,256,i0,i1,k0,k1,1,2,4,3,16,8,i0,i1,k0,j0,k1,j1,i0,j1,j0,16,4,1,18,118,1.2888133525848389
256,128,128,256,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,k1,j0,j1,i0,None,j1,16,4,1,5,105,1.0991297960281372
256,128,128,256,i0,k0,i1,k1,0,2,1,3,16,8,i0,k0,i1,j0,k1,j1,i0,None,j0,16,4,1,35,135,1.8114099502563477
256,128,256,128,i0,i1,k0,k1,1,1,1,2,16,8,i0,i1,k0,j0,k1,j1,i0,None,j0,16,8,0,5,5,1.3483680486679077
256,128,128,256,i0,i1,k0,k1,1,2,2,3,16,8,i0,i1,k0,k1,j0,j1,i0,j1,j0,16,4,1,16,116,1.4061589241027832
256,128,256,128,i0,k0,i1,k1,1,2,2,3,16,8,i0,k0,i1,k1,j0,j1,i0,j1,j0,16,4,0,16,16,1.3980520963668823
128,256,256,128,i0,k0,i1,k1,1,1,1,2,16,8,i0,k0,i1,k1,j0,j1,i0,j1,j0,16,4,1,5,105,1.317282795906067
256,128,256,128,i0,k0,i1,k1,1,2,2,3,16,8,i0,k0,i1,k1,j0,j1,i0,j1,j0,16,4,0,16,16,1.2168667316436768
512,64,256,128,i0,i1,k0,k1,1,2,2,3,16,8,i0,i1,k0,j0,k1,j1,i0,None,None,0,4,8,16,816,1.4188334941864014
512,64,256,128,i0,i1,k0,k1,1,2,1,1,16,8,i0,i1,j0,k0,k1,j1,i0,j1,None,0,8,24,15,2415,1.4458345174789429
128,256,256,128,i0,k0,i1,k1,1,2,2,3,16,8,i0,k0,i1,j0,k1,j1,i0,j1,j0,16,4,1,16,116,1.3129252195358276
128,256,256,128,i0,i1,k0,k1,1,1,1,2,16,8,i0,i1,k0,j0,k1,j1,i0,None,None,0,4,32,5,3205,1.3951324224472046
256,128,256,128,i0,k0,i1,k1,1,2,2,3,16,8,i0,k0,i1,j0,k1,j1,i0,None,j0,16,4,0,16,16,1.5589872598648071
256,128,256,128,i0,k0,i1,k1,1,1,1,2,16,8,i0,k0,i1,k1,j0,j1,i0,None,None,0,4,16,5,1605,1.2012414932250977
512,64,256,128,i0,i1,k0,k1,1,1,2,1,16,8,i0,i1,j0,k0,k1,j1,i0,None,None,0,8,24,6,2406,1.9670032262802124
256,128,256,128,i0,k0,i1,k1,1,1,1,2,16,8,i0,k0,i1,k1,j0,j1,i0,j1,j0,16,2,1,5,105,1.2618306875228882
128,256,128,256,i0,i1,k0,k1,1,2,2,3,16,8,i0,i1,k0,j0,k1,j1,i0,j1,j0,16,4,3,16,316,1.1609325408935547
256,128,128,256,i0,k0,i1,k1,1,2,2,3,16,8,i0,k0,i1,k1,j0,j1,i0,j1,j0,16,2,3,16,316,1.2292263507843018
128,256,256,128,i0,k0,i1,k1,1,2,2,3,16,8,i0,k0,i1,j0,k1,j1,i0,j1,j0,16,4,1,16,116,1.3380826711654663
128,256,128,256,i0,k0,i1,k1,1,2,2,3,16,8,i0,k0,i1,j0,k1,j1,i0,None,j0,16,4,3,16,316,1.6767107248306274
256,128,256,128,i0,i1,k0,k1,0,0,1,1,16,8,i0,i1,j0,k0,k1,j1,i0,j1,i1,128,4,31,15,3115,1.3943995237350464
256,128,128,256,i0,i1,k0,k1,0,1,1,1,16,8,i0,i1,j0,k0,k1,j1,i0,j1,None,0,4,32,25,3225,1.4195303916931152
256,128,128,256,i0,i1,k0,k1,1,2,4,3,8,16,i0,i1,k0,k1,j0,j1,i0,j1,j0,8,4,30,18,3018,1.070957064628601
256,128,128,256,i0,i1,k0,k1,0,1,2,3,8,16,i0,i1,k0,j0,k1,j1,i0,None,j1,16,4,1,26,126,1.4795873165130615
256,128,128,256,k0,i0,i1,k1,2,2,1,3,16,8,k0,i0,i1,k1,j0,j1,i0,j1,j0,16,4,1,35,135,20.883207321166992
256,128,256,128,k0,i0,i1,k1,2,2,1,3,8,16,k0,i0,i1,k1,j0,j1,i0,j1,j0,8,4,15,35,1535,18.480119705200195
512,64,256,128,i0,i1,k0,k1,1,2,1,1,8,16,i0,j0,i1,k0,k1,j1,i0,j1,None,0,8,24,15,2415,4.300445556640625
256,128,128,256,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,j1,j0,8,2,20,16,2016,1.31019127368927
256,128,128,256,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,k0,j0,k1,j1,i0,j1,None,0,4,32,25,3225,1.167976975440979
256,128,128,256,i0,i1,k0,k1,1,0,2,1,8,16,i0,i1,k0,j0,k1,j1,i0,j1,i1,256,4,31,36,3136,1.2528975009918213
256,128,128,256,i0,k0,i1,k1,2,2,1,3,16,8,i0,k0,i1,k1,j0,j1,i0,None,j0,16,4,1,35,135,19.197603225708008
256,128,128,256,i0,k0,i1,k1,0,1,0,2,8,16,i0,k0,i1,j0,k1,j1,i0,None,k0,256,4,31,24,3124,1.3638185262680054
256,128,256,128,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,k0,j0,k1,j1,i0,None,j1,16,8,0,16,16,1.163649082183838
256,128,128,256,i0,i1,k0,k1,1,0,2,1,8,16,i0,i1,k0,k1,j0,j1,i0,j1,i1,256,4,31,36,3136,1.2095615863800049
256,128,256,128,i0,k0,i1,k1,1,1,2,2,8,16,i0,k0,i1,k1,j0,j1,i0,j1,j0,8,4,15,6,1506,1.074990153312683
128,256,256,128,i0,k0,i1,k1,2,2,2,2,8,16,i0,k0,i1,k1,j0,j1,i0,j1,j0,8,4,30,36,3036,21.68048667907715
256,128,256,128,i0,k0,i1,k1,0,1,0,1,16,8,i0,k0,i1,k1,j0,j1,i0,j1,k0,256,4,15,24,1524,1.0615160465240479
256,128,128,256,i0,k0,i1,k1,1,2,0,1,16,8,i0,k0,i1,k1,j0,j1,i0,j1,k0,256,4,31,14,3114,1.149646282196045
512,64,256,128,i0,i1,k0,k1,1,2,2,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,None,0,8,24,16,2416,1.3682266473770142
128,256,256,128,i0,k0,i1,k1,1,2,0,3,8,16,i0,k0,i1,j0,k1,j1,i0,j1,k0,128,4,23,14,2314,1.1181994676589966
128,256,256,128,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,k0,j0,k1,j1,i0,None,None,0,4,32,16,3216,1.13427734375
256,128,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,k1,j0,j1,i0,None,None,0,4,16,16,1616,1.084208607673645
256,128,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,k1,j0,j1,i0,j1,j0,8,2,30,16,3016,1.161825180053711
256,128,256,128,i0,i1,k0,k1,1,1,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,8,27,5,2705,1.3041958808898926
256,128,256,128,i0,i1,k0,k1,0,1,2,2,8,16,i0,i1,j0,k0,k1,j1,i0,j1,j0,8,8,27,26,2726,1.6267902851104736
128,256,256,128,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,k0,j0,k1,j1,i0,None,None,0,8,16,16,1616,1.3025023937225342
128,256,256,128,i0,k0,i1,k1,0,2,1,3,8,16,i0,k0,i1,j0,k1,j1,i0,j1,j0,8,4,30,35,3035,1.2144020795822144
256,128,256,128,i0,i1,k0,k1,1,0,2,2,8,16,i0,i1,j0,k0,k1,j1,i0,j1,i1,128,4,31,36,3136,1.4010366201400757
256,128,128,256,i0,i1,k0,k1,0,2,2,2,8,16,i0,i1,j0,k0,k1,j1,i0,j1,None,0,4,32,36,3236,1.5526925325393677
256,128,128,256,i0,i1,k0,k1,1,2,4,3,8,16,i0,i1,k0,j0,k1,j1,None,None,None,0,4,32,18,3218,20.89864158630371
256,128,128,256,i0,k0,i1,k1,1,1,1,2,16,8,i0,k0,i1,k1,j0,j1,None,j1,None,0,4,32,5,3205,20.267831802368164
256,128,128,256,i0,k0,i1,k1,0,2,1,3,8,16,i0,k0,i1,j0,k1,j1,i0,None,None,0,4,32,35,3235,1.2047948837280273
256,128,256,128,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,k0,j0,k1,j1,i0,j1,None,0,8,8,5,805,1.236912727355957
256,128,128,256,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,k0,k1,j0,j1,i0,None,None,0,4,32,16,3216,1.1480920314788818
256,128,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,k1,j0,j1,None,None,None,0,4,16,16,1616,18.42123794555664
128,256,256,128,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,k1,j0,j1,None,None,j1,16,4,1,5,105,19.081281661987305
256,128,256,128,i0,k0,i1,k1,1,1,1,2,16,8,i0,k0,i1,k1,j0,j1,i0,None,None,0,4,16,5,1605,1.054177165031433
256,128,128,256,i0,k0,i1,k1,1,2,2,3,16,8,i0,k0,i1,k1,j0,j1,None,j1,None,0,4,32,16,3216,18.933183670043945
512,64,256,128,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,k0,j0,k1,j1,i0,None,j1,16,4,0,16,16,1.1856954097747803
512,64,256,128,i0,i1,k0,k1,1,2,1,1,8,16,i0,i1,j0,k0,k1,j1,None,None,j1,16,8,20,15,2015,26.52811050415039
256,128,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,i0,j1,None,0,4,16,16,1616,1.1649965047836304
256,128,256,128,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,k1,j0,j1,i0,j1,None,0,4,16,5,1605,1.0585511922836304
256,128,256,128,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,k1,j0,j1,i0,None,None,0,2,32,5,3205,1.2475318908691406
128,256,128,256,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,k0,j0,k1,j1,None,j1,None,0,4,24,16,2416,20.564157485961914
128,256,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,None,j1,None,0,4,32,16,3216,19.66521453857422
128,256,128,256,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,j0,k1,j1,None,None,None,0,4,24,16,2416,20.033340454101562
256,128,256,128,i0,i1,k0,k1,0,0,1,1,8,16,i0,i1,j0,k0,k1,j1,i0,None,i1,128,4,31,15,3115,1.8990098237991333
256,128,128,256,i0,i1,k0,k1,0,1,1,1,8,16,i0,i1,j0,k0,k1,j1,None,None,i0,128,4,23,25,2325,22.357006072998047
256,128,128,256,i0,k0,i1,k1,1,1,1,2,16,8,i0,k0,i1,k1,j0,j1,i0,None,j0,16,8,0,5,5,1.808245301246643
256,128,128,256,i0,k0,i1,k1,0,2,1,3,8,16,i0,k0,i1,j0,k1,j1,i0,None,j1,16,8,0,35,35,1.8579901456832886
256,128,256,128,i0,i1,k0,k1,1,1,1,2,8,16,i0,i1,k0,j0,k1,j1,i0,None,j1,16,4,0,5,5,1.7457871437072754
256,128,128,256,i0,i1,k0,k1,1,2,2,3,8,16,i0,i1,k0,k1,j0,j1,i0,j1,j0,8,8,15,16,1516,1.827109456062317
256,128,256,128,i0,k0,i1,k1,1,2,2,3,8,16,i0,k0,i1,k1,j0,j1,i0,j1,j0,8,2,30,16,3016,1.6784144639968872
128,256,256,128,i0,k0,i1,k1,1,1,1,2,8,16,i0,k0,i1,k1,j0,j1,i0,j1,j0,8,2,20,5,2005,1.647306203842163
