P i1,P k1,P j1,P lorder0,P lorder1,P lorder2,P lorder3,P lorder4,P lorder5,P mode0,P mode1,P mode2,P mode3,P para,P nt,P parchunk,Mapped X,Mapped Y,Mapped,Execution Time
4,16,16,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,32,2,23,223,2.0929715633392334
32,256,16,i1,j1,k1,i0,k0,j0,1,0,0,0,i1,48,4,8,13,813,2.0785984992980957
32,2,32,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,64,1,23,123,2.217223644256592
4,128,64,i1,i0,j1,k1,k0,j0,1,0,0,0,i1,48,2,16,33,1633,1.6883801221847534
16,16,32,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,4,24,13,2413,2.0877251625061035
8,16,32,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,8,16,33,1633,2.576030731201172
32,4,64,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,128,1,23,123,1.799485206604004
8,16,8,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,128,1,23,123,1.5791174173355103
256,4,16,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,4,16,13,1613,1.5387433767318726
256,4,64,i1,k1,i0,j1,k0,j0,0,1,0,1,i1,48,16,24,34,2434,inf
32,4,32,k1,i1,j1,i0,k0,j0,0,1,1,0,i1,48,16,8,3,803,inf
256,64,128,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,8,8,33,833,inf
32,8,64,i1,j1,k1,i0,k0,j0,0,1,0,0,i1,48,2,8,33,833,2.5833616256713867
32,2,16,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,128,0,23,23,2.7025113105773926
8,128,8,i1,k1,j1,i0,k0,j0,0,1,0,0,i1,48,2,32,33,3233,2.137136697769165
4,16,8,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,32,2,33,233,2.326608896255493
1,256,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,128,2,3,203,1.7241411209106445
256,32,64,i1,k1,i0,j1,k0,j0,1,1,0,1,i1,48,2,16,34,1634,inf
1,32,128,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,16,2,33,233,3.173849105834961
16,64,8,k1,i1,j1,i0,k0,j0,0,0,0,0,i1,48,32,32,13,3213,52.836097717285156
1,16,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,32,0,23,23,1.9628602266311646
8,64,32,i1,k1,j1,k0,i0,j0,0,0,0,1,i1,48,64,8,4,804,2.4995055198669434
32,2,128,i1,i0,j1,k1,k0,j0,0,0,0,0,i1,48,128,0,33,33,2.4151833057403564
32,256,4,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,1,32,33,3233,inf
4,8,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,128,0,23,23,2.195136070251465
2,256,4,k1,k0,i1,i0,j1,j0,0,0,0,1,i1,48,1,32,4,3204,inf
16,4,32,i1,j1,k1,i0,k0,j0,1,0,0,0,i1,48,16,4,13,413,1.7281489372253418
1,256,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,64,4,23,423,1.9155749082565308
1,8,128,i1,i0,j1,k1,k0,j0,1,0,0,0,i1,48,16,0,33,33,1.6169794797897339
8,64,64,i1,k1,i0,j1,k0,j0,0,0,1,0,i1,48,8,24,23,2423,inf
128,8,16,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,2,32,33,3233,inf
32,2,64,i1,i0,k1,k0,j1,j0,1,1,0,1,i1,48,256,0,4,4,3.7230210304260254
4,128,128,i1,j1,i0,k1,k0,j0,1,0,0,0,i1,48,128,4,33,433,2.0573458671569824
32,128,4,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,1,16,33,1633,inf
32,4,16,i1,k1,j1,i0,k0,j0,1,0,0,0,i1,48,32,4,13,413,1.8328311443328857
2,64,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,32,4,23,423,1.9057878255844116
4,32,32,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,4,32,33,3233,1.5097448825836182
64,2,8,i1,k1,k0,i0,j1,j0,0,1,0,1,i1,48,128,1,24,124,inf
4,256,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,64,16,3,1603,1.9243791103363037
256,32,64,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,2,16,33,1633,inf
8,2,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,128,0,23,23,2.2119951248168945
4,64,32,k1,i1,i0,j1,k0,j0,1,0,1,0,i1,48,16,16,23,1623,inf
1,16,128,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,128,0,3,3,2.5725409984588623
4,64,4,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,128,2,23,223,2.113032579421997
8,4,64,i1,i0,k1,k0,j1,j0,0,1,0,1,i1,48,256,0,4,4,1.5176717042922974
16,8,32,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,4,32,13,3213,2.5157299041748047
16,32,8,i1,k1,j1,i0,k0,j0,1,0,0,0,i1,48,2,16,13,1613,3.0869619846343994
16,2,32,i1,k1,k0,j1,i0,j0,1,1,0,1,i1,48,128,0,4,4,3.9743130207061768
1,16,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,64,0,23,23,1.8976935148239136
1,4,128,i1,i0,j1,k1,k0,j0,1,0,1,1,i1,48,4,1,4,104,inf
1,8,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,256,0,3,3,2.4429328441619873
16,2,32,i1,k1,j1,i0,k0,j0,0,1,0,1,i1,48,8,4,34,434,2.057852029800415
4,8,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,256,0,23,23,2.2301619052886963
16,4,8,i1,k1,k0,i0,j1,j0,0,1,0,1,i1,48,64,1,24,124,inf
32,2,64,i1,i0,k1,k0,j1,j0,0,1,0,1,i1,48,128,0,4,4,2.044381618499756
16,16,16,i1,k1,j1,i0,k0,j0,0,1,0,0,i1,48,2,8,33,833,19.793054580688477
4,64,64,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,32,8,13,813,1.3214465379714966
64,32,2,i1,k1,i0,k0,j1,j0,0,1,1,0,i1,48,1,8,13,813,inf
32,2,64,i1,j1,i0,k1,k0,j0,0,1,0,0,i1,48,128,0,13,13,2.6579740047454834
8,2,1,i1,i0,k1,k0,j1,j0,1,1,0,1,i1,48,256,0,4,4,3.644726276397705
32,16,32,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,2,16,3,1603,2.2084157466888428
4,2,1,i1,i0,k1,k0,j1,j0,0,1,0,1,i1,48,128,0,4,4,3.4345202445983887
16,2,64,i1,k1,j1,i0,k0,j0,1,1,0,1,i1,48,32,1,34,134,2.3193838596343994
256,128,128,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,8,16,33,1633,inf
16,2,1,i1,i0,k1,k0,j1,j0,1,1,0,1,i1,48,128,0,4,4,3.5861403942108154
32,2,64,i1,k1,j1,i0,k0,j0,1,1,0,1,i1,48,8,8,34,834,inf
64,128,16,i1,k1,i0,j1,k0,j0,0,0,1,0,i1,48,1,32,23,3223,1.5158276557922363
4,4,1,i1,i0,k1,k0,j1,j0,0,1,0,1,i1,48,64,0,4,4,4.939669132232666
4,32,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,16,8,23,823,1.8956459760665894
32,64,16,i1,j1,k1,i0,k0,j0,1,0,0,0,i1,48,4,32,13,3213,3.5902047157287598
16,2,16,i1,k1,j1,i0,k0,j0,1,0,0,0,i1,48,64,0,13,13,1.8043256998062134
32,4,32,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,16,8,33,833,2.2192838191986084
2,256,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,256,2,3,203,1.9915200471878052
256,16,4,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,4,24,33,2433,inf
8,16,16,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,8,16,33,1633,2.355520009994507
256,4,128,i1,j1,k1,i0,k0,j0,1,1,0,0,i1,48,32,32,33,3233,inf
1,256,64,i1,i0,j1,k1,k0,j0,0,0,0,0,i1,48,16,16,33,1633,1.5149799585342407
128,2,32,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,64,4,33,433,3.732761859893799
256,256,16,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,32,8,33,833,3.6891844272613525
32,2,32,i1,i0,k1,k0,j1,j0,0,1,0,1,i1,48,128,0,4,4,1.9895954132080078
64,8,128,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,128,4,13,413,3.1753172874450684
256,64,64,i1,k1,k0,j1,i0,j0,0,0,1,0,i1,48,256,24,33,2433,25.786720275878906
2,64,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,16,8,23,823,1.9389379024505615
2,16,64,i1,k1,i0,j1,k0,j0,1,0,0,0,i1,48,32,1,13,113,2.369241237640381
2,128,128,i1,k1,i0,j1,k0,j0,1,0,0,0,i1,48,256,1,13,113,2.0873091220855713
16,4,32,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,32,2,33,233,1.7026019096374512
256,32,16,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,64,8,33,833,inf
8,1,4,i1,i0,k1,k0,j1,j0,0,0,0,1,i1,48,4,2,24,224,17.945932388305664
128,256,16,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,32,24,33,2433,16.36541748046875
16,8,2,k1,i1,k0,i0,j1,j0,1,0,1,0,i1,48,128,1,13,113,inf
4,2,128,i1,i0,j1,k1,k0,j0,1,0,0,0,i1,48,256,0,33,33,2.190951347351074
256,8,16,i1,k1,j1,i0,k0,j0,1,1,0,0,i1,48,8,16,33,1633,inf
64,4,32,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,256,1,23,123,5.8860673904418945
16,256,16,i1,j1,k1,i0,k0,j0,0,0,0,0,i1,48,4,24,13,2413,4.235564231872559
4,32,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,32,4,23,423,2.558300256729126
16,4,4,i1,k1,k0,i0,j1,j0,0,1,0,1,i1,48,256,0,24,24,inf
64,128,16,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,16,32,33,3233,1.883795142173767
64,4,32,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,128,2,23,223,3.2534873485565186
4,8,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,64,0,23,23,1.964386224746704
128,2,128,i1,i0,j1,k1,k0,j0,1,0,0,0,i1,48,128,2,33,233,13.795581817626953
2,128,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,256,1,3,103,2.936939001083374
64,4,16,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,256,1,23,123,5.795248508453369
16,4,32,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,64,1,23,123,2.1119441986083984
256,128,16,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,32,24,33,2433,3.6568124294281006
8,2,64,i1,i0,j1,k1,k0,j0,1,1,0,0,i1,48,8,2,13,213,2.463383913040161
2,128,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,16,16,23,1623,3.460481643676758
128,8,32,i1,j1,i0,k1,k0,j0,1,1,0,0,i1,48,1,24,13,2413,1.7564470767974854
32,2,64,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,128,0,23,23,1.8275158405303955
256,8,16,i1,k1,j1,i0,k0,j0,0,1,0,0,i1,48,16,8,33,833,inf
32,16,128,i1,k1,j1,i0,k0,j0,1,0,0,0,i1,48,256,2,13,213,3.812243938446045
64,8,32,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,8,24,33,2433,2.9204225540161133
1,32,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,64,0,3,3,1.7057000398635864
8,256,64,i1,j1,i0,k1,k0,j0,0,1,0,0,i1,48,16,8,13,813,2.489328384399414
4,8,128,k1,i1,k0,j1,i0,j0,0,0,0,0,i1,48,128,0,23,23,235.65591430664062
1,32,1,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,64,0,3,3,1.8495914936065674
1,32,32,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,4,8,13,813,1.794804573059082
8,64,64,i1,i0,j1,k1,k0,j0,1,1,0,0,i1,48,4,8,13,813,1.43757963180542
2,4,8,i1,i0,k1,j1,k0,j0,0,0,0,1,i1,48,2,4,14,414,2.447113037109375
16,16,128,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,32,8,13,813,1.652503252029419
128,128,2,k1,k0,i1,i0,j1,j0,0,1,1,1,i1,48,64,16,34,1634,inf
64,128,16,i1,k1,j1,i0,k0,j0,0,1,0,0,i1,48,4,8,33,833,3.246108055114746
256,1,64,i1,k1,i0,k0,j1,j0,0,0,1,0,i1,48,256,1,33,133,inf
4,32,1,i1,k1,k0,i0,j1,j0,1,0,0,0,i1,48,128,1,3,103,2.2924747467041016
32,16,16,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,2,16,33,1633,2.4803590774536133
4,32,1,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,64,2,3,203,1.7733287811279297
1,256,64,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,8,32,33,3233,3.0727109909057617
2,16,64,i1,k1,i0,k0,j1,j0,0,0,0,0,i1,48,128,0,23,23,1.772050380706787
256,256,16,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,128,32,33,3233,34.29304504394531
2,64,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,16,8,23,823,2.8936522006988525
16,256,32,i1,j1,i0,k1,k0,j0,0,1,0,0,i1,48,2,8,13,813,2.650263786315918
1,16,1,i1,k1,i0,k0,j1,j0,0,1,0,0,i1,48,128,0,3,3,1.881338357925415
256,2,4,k1,i1,k0,i0,j1,j0,0,1,0,0,i1,48,256,2,23,223,inf
16,256,16,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,128,32,23,3223,1.9098368883132935
2,64,1,i1,k1,i0,k0,j1,j0,1,0,0,0,i1,48,128,1,23,123,2.0310659408569336
2,64,1,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,128,1,3,103,1.8180348873138428
32,8,32,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,16,16,33,1633,2.1435794830322266
1,64,2,k1,i1,i0,k0,j1,j0,0,1,0,0,i1,48,4,16,3,1603,46.013545989990234
4,8,2,i1,k1,k0,i0,j1,j0,0,0,1,1,i1,48,8,4,14,414,inf
256,128,16,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,16,8,13,813,2.4357786178588867
2,64,1,i1,k1,i0,k0,j1,j0,1,0,0,0,i1,48,256,0,23,23,2.4456779956817627
8,256,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,32,24,23,2423,1.9616457223892212
8,2,64,i1,j1,i0,k1,k0,j0,1,1,0,0,i1,48,32,0,13,13,2.176621198654175
2,128,1,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,256,1,3,103,1.9683520793914795
64,64,16,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,8,32,33,3233,2.2884035110473633
64,16,32,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,8,8,33,833,3.4043493270874023
64,16,32,k1,i1,i0,j1,k0,j0,1,0,1,0,i1,48,256,4,23,423,96.59889221191406
1,16,1,i1,k1,i0,k0,j1,j0,0,0,0,0,i1,48,128,0,23,23,1.954222559928894
2,32,128,i1,k1,i0,j1,k0,j0,0,0,0,0,i1,48,64,1,13,113,2.644117593765259
128,64,16,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,64,8,33,833,11.344053268432617
1,16,1,i1,k1,i0,k0,j1,j0,0,0,0,0,i1,48,256,0,23,23,2.03411865234375
8,64,16,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,8,24,33,2433,1.5516011714935303
8,32,128,i1,i0,j1,k1,k0,j0,1,0,0,0,i1,48,4,24,33,2433,13.018485069274902
1,64,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,128,0,23,23,1.9002150297164917
256,8,64,k1,i1,j1,i0,k0,j0,0,1,1,0,i1,48,64,32,3,3203,inf
64,32,16,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,16,8,33,833,3.0246336460113525
128,128,16,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,64,16,33,1633,11.340063095092773
1,16,32,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,16,1,23,123,3.539358139038086
1,128,128,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,128,1,33,133,2.6246049404144287
4,32,64,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,64,2,33,233,2.5283031463623047
8,64,32,i1,k1,j1,k0,i0,j0,1,0,0,0,i1,48,16,32,3,3203,2.6356821060180664
8,256,64,i1,i0,j1,k1,k0,j0,0,1,0,0,i1,48,8,16,13,1613,1.333328366279602
4,256,32,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,4,16,33,1633,2.4455606937408447
1,128,128,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,64,2,23,223,1.405949354171753
8,128,32,i1,j1,k1,i0,k0,j0,1,0,0,0,i1,48,8,8,13,813,1.7833302021026611
32,4,64,i1,i0,j1,k1,k0,j0,0,0,0,0,i1,48,2,24,33,2433,22.806602478027344
4,256,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,128,8,3,803,1.9087450504302979
128,8,32,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,32,32,33,3233,1.8544460535049438
256,4,128,i1,j1,k1,k0,i0,j0,0,1,0,1,i1,48,16,24,24,2424,inf
1,64,64,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,8,8,23,823,1.5839948654174805
2,32,64,i1,k1,j1,i0,k0,j0,0,0,1,0,i1,48,1,24,23,2423,inf
1,16,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,128,0,23,23,2.458300828933716
4,128,16,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,16,32,23,3223,14.934968948364258
2,64,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,128,1,3,103,1.7696858644485474
1,256,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,128,2,23,223,3.197944402694702
4,64,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,64,4,23,423,2.791762113571167
8,4,32,i1,k1,i0,j1,k0,j0,0,0,0,0,i1,48,64,0,13,13,2.2111833095550537
4,2,32,i1,k1,i0,j1,k0,j0,1,0,0,0,i1,48,64,0,13,13,2.011262893676758
2,32,64,i1,k1,i0,j1,k0,j0,0,0,0,0,i1,48,128,0,13,13,2.3524250984191895
8,32,16,i1,k1,j1,i0,k0,j0,0,0,0,0,i1,48,8,32,13,3213,1.6512644290924072
4,128,1,i1,k1,k0,i0,j1,j0,1,0,0,0,i1,48,64,8,3,803,2.035423994064331
4,4,128,i1,i0,j1,k1,k0,j0,1,0,0,0,i1,48,128,0,33,33,1.294681191444397
2,16,1,i1,k1,i0,k0,j1,j0,1,0,0,0,i1,48,128,0,23,23,2.1326465606689453
2,64,64,i1,j1,i0,k1,k0,j0,0,1,0,0,i1,48,32,4,13,413,1.449762225151062
16,128,8,i1,k1,k0,i0,j1,j0,1,0,1,1,i1,48,1,8,14,814,inf
32,2,128,i1,i0,j1,k1,k0,j0,1,0,0,0,i1,48,64,1,33,133,1.1934148073196411
16,32,64,i1,k1,k0,i0,j1,j0,1,0,1,1,i1,48,1,32,14,3214,inf
1,16,1,i1,k1,i0,k0,j1,j0,1,1,0,0,i1,48,128,0,3,3,1.7607417106628418
32,16,32,i1,k1,k0,i0,j1,j0,1,1,0,0,i1,48,2,16,23,1623,inf
1,128,128,i1,k1,j1,i0,k0,j0,0,1,0,0,i1,48,256,0,33,33,1.3406950235366821
16,32,1,i1,k1,k0,i0,j1,j0,1,0,1,1,i1,48,1,32,14,3214,inf
2,32,32,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,4,16,33,1633,1.5934736728668213
2,64,64,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,32,4,33,433,2.463245153427124
2,256,64,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,256,2,33,233,1.195221185684204
256,16,2,k1,i1,k0,i0,j1,j0,0,1,1,0,i1,48,8,32,33,3233,inf
4,16,32,i1,i0,j1,k1,k0,j0,1,1,0,0,i1,48,1,24,13,2413,1.8521808385849
1,128,64,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,64,2,3,203,2.4632465839385986
2,64,32,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,128,1,3,103,1.2014257907867432
16,128,16,i1,k1,k0,i0,j1,j0,1,0,1,1,i1,48,1,8,14,814,inf
2,64,1,i1,k1,k0,i0,j1,j0,1,0,0,0,i1,48,256,0,3,3,2.483532667160034
4,8,32,k1,i1,i0,k0,j1,j0,0,1,0,0,i1,48,8,4,3,403,161.61248779296875
2,16,32,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,128,0,3,3,1.2100164890289307
8,8,2,i1,k1,i0,k0,j1,j0,1,0,1,1,i1,48,32,2,34,234,inf
2,128,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,64,4,23,423,1.8995301723480225
2,128,1,i1,k1,k0,i0,j1,j0,0,0,0,0,i1,48,128,2,3,203,1.9981870651245117
1,256,128,i1,k1,j1,i0,k0,j0,1,0,0,0,i1,48,128,2,13,213,1.364074468612671
1,256,32,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,8,32,33,3233,2.6615424156188965
1,32,128,i1,k1,i0,k0,j1,j0,1,1,0,0,i1,48,256,0,3,3,1.5657562017440796
8,256,1,i1,k1,i0,k0,j1,j0,0,0,1,0,i1,48,32,24,33,2433,2.488029956817627
2,16,64,i1,k1,i0,k0,j1,j0,0,0,0,0,i1,48,256,0,23,23,1.2402198314666748
1,16,64,k1,i1,k0,j1,i0,j0,0,1,1,1,i1,48,2,8,14,814,146.87445068359375
4,64,32,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,16,16,33,1633,1.4534473419189453
2,4,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,128,0,3,3,1.8443516492843628
8,32,8,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,32,8,23,823,1.247265100479126
16,256,16,i1,k1,k0,i0,j1,j0,0,0,1,1,i1,48,1,16,14,1614,inf
2,256,32,i1,k1,i0,k0,j1,j0,0,0,0,0,i1,48,128,4,23,423,2.370739221572876
8,64,1,i1,k1,k0,i0,j1,j0,1,0,1,0,i1,48,4,8,13,813,inf
2,256,64,i1,k1,i0,k0,j1,j0,0,0,0,0,i1,48,256,2,23,223,1.2493590116500854
16,128,1,i1,k1,k0,i0,j1,j0,1,0,1,1,i1,48,1,8,14,814,inf
2,256,64,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,8,24,13,2413,32.85593032836914
16,8,128,i1,j1,k1,i0,k0,j0,0,0,1,0,i1,48,8,16,23,1623,inf
4,32,32,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,8,16,33,1633,1.4959561824798584
32,256,128,i1,k1,j1,k0,i0,j0,0,0,1,1,i1,48,4,8,14,814,inf
32,2,16,i1,k1,i0,k0,j1,j0,0,0,1,0,i1,48,8,8,33,833,inf
32,32,128,i1,k1,j1,k0,i0,j0,0,0,1,1,i1,48,4,16,14,1614,inf
4,32,128,i1,j1,k1,i0,k0,j0,1,0,0,0,i1,48,128,1,13,113,1.2624034881591797
4,32,64,i1,j1,i0,k1,k0,j0,1,0,0,0,i1,48,2,24,33,2433,25.809019088745117
1,128,32,i1,i0,j1,k1,k0,j0,1,0,0,0,i1,48,1,8,33,833,22.738807678222656
16,64,16,i1,k1,k0,i0,j1,j0,1,0,1,1,i1,48,1,24,14,2414,inf
1,128,128,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,128,1,33,133,1.2682372331619263
16,2,64,i1,j1,i0,k1,k0,j0,1,0,0,1,i1,48,4,8,34,834,2.9516797065734863
64,16,16,i1,k1,k0,i0,j1,j0,0,0,1,0,i1,48,2,32,13,3213,2.076347589492798
32,32,128,i1,k1,j1,k0,i0,j0,0,0,1,1,i1,48,1,24,14,2414,inf
4,4,128,i1,j1,i0,k1,k0,j0,1,0,0,0,i1,48,128,0,33,33,1.253040075302124
32,8,64,i1,k1,k0,i0,j1,j0,0,0,1,0,i1,48,16,16,13,1613,inf
1,32,128,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,16,2,23,223,1.494662880897522
16,16,16,i1,k1,i0,k0,j1,j0,1,1,0,0,i1,48,1,16,3,1603,2.5929675102233887
4,256,64,i1,k1,j1,k0,i0,j0,0,0,0,0,i1,48,128,8,3,803,1.3390522003173828
16,128,128,i1,i0,k1,k0,j1,j0,0,0,1,0,i1,48,16,8,33,833,inf
2,128,128,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,256,1,23,123,1.4810373783111572
2,4,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,256,0,3,3,1.9997673034667969
1,128,128,i1,k1,i0,k0,j1,j0,1,1,0,0,i1,48,256,0,3,3,1.277034878730774
32,2,32,i1,i0,k1,k0,j1,j0,1,1,1,1,i1,48,2,32,14,3214,inf
2,32,64,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,8,8,33,833,1.561012625694275
4,256,1,i1,k1,k0,i0,j1,j0,1,0,0,0,i1,48,64,16,3,1603,2.113644599914551
32,4,64,i1,j1,i0,k1,k0,j0,1,1,0,0,i1,48,64,2,13,213,1.2677874565124512
32,64,16,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,4,32,33,3233,2.105818033218384
1,256,128,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,128,2,33,233,1.365231990814209
4,4,64,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,256,0,23,23,1.9714696407318115
4,8,128,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,256,0,13,13,1.2219374179840088
2,64,64,i1,i0,j1,k1,k0,j0,0,1,1,0,i1,48,128,1,23,123,inf
