P i1,P k1,P j1,P lorder0,P lorder1,P lorder2,P lorder3,P lorder4,P lorder5,P mode0,P mode1,P mode2,P mode3,P para,P nt,P parchunk,Mapped X,Mapped Y,Mapped,Execution Time
2,128,128,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,32,8,33,833,11.540912628173828
8,4,16,i1,k1,i0,j1,k0,j0,1,0,0,0,i1,48,2,16,13,1613,1.5856965780258179
4,128,64,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,8,24,33,2433,2.4644851684570312
16,8,32,i1,k1,j1,i0,k0,j0,0,1,0,0,i1,48,4,32,33,3233,1.6772561073303223
32,8,64,i1,j1,i0,k1,k0,j0,0,0,0,0,i1,48,1,16,33,1633,2.911494493484497
8,256,32,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,8,16,23,1623,1.425012469291687
32,64,16,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,2,24,33,2433,1.497145414352417
2,64,64,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,16,8,33,833,1.4118549823760986
16,4,64,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,128,0,33,33,1.456601858139038
4,256,64,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,16,24,33,2433,1.3360663652420044
8,4,64,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,32,1,23,123,1.3319755792617798
1,128,128,i1,j1,k1,i0,k0,j0,0,0,0,0,i1,48,64,2,13,213,1.8620985746383667
1,64,32,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,16,4,3,403,1.5430978536605835
64,4,64,i1,j1,i0,k1,k0,j0,0,0,0,0,i1,48,2,8,33,833,1.393162488937378
64,2,64,i1,j1,i0,k1,k0,j0,0,0,0,1,i1,48,4,32,34,3234,1.4562692642211914
1,16,32,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,32,0,3,3,1.4395006895065308
4,256,1,i1,k1,i0,k0,j1,j0,1,1,0,0,i1,48,128,8,3,803,2.080775260925293
4,32,128,i1,j1,i0,k1,k0,j0,1,0,0,0,i1,48,4,32,33,3233,1.5663191080093384
16,32,16,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,2,16,33,1633,1.420946478843689
8,8,64,i1,k1,j1,i0,k0,j0,1,0,0,0,i1,48,32,2,13,213,1.40771484375
2,64,64,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,4,32,33,3233,1.6177493333816528
4,2,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,16,0,23,23,1.9165096282958984
1,16,128,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,256,0,23,23,1.4648714065551758
16,8,64,i1,i0,j1,k1,k0,j0,1,1,0,0,i1,48,2,24,13,2413,1.391282320022583
64,256,16,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,1,24,13,2413,1.4017539024353027
4,32,128,i1,j1,i0,k1,k0,j0,1,0,0,0,i1,48,32,4,33,433,1.397935152053833
128,4,32,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,16,32,13,3213,11.413810729980469
2,64,64,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,32,4,13,413,1.6247092485427856
2,32,128,i1,j1,i0,k1,k0,j0,0,0,0,0,i1,48,64,1,33,133,1.6457436084747314
8,128,32,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,8,8,13,813,1.6912356615066528
64,2,64,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,64,2,13,213,1.9047425985336304
1,16,64,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,4,4,33,433,1.8081265687942505
2,64,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,64,2,23,223,1.8810654878616333
2,32,1,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,16,4,3,403,1.7758727073669434
4,16,128,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,16,4,13,413,2.4108457565307617
1,32,64,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,8,4,13,413,1.567279577255249
8,32,4,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,128,2,23,223,1.4225491285324097
4,256,16,i1,k1,i0,j1,k0,j0,0,0,0,0,i1,48,32,32,13,3213,1.4129209518432617
1,32,128,i1,j1,k1,i0,k0,j0,1,0,0,0,i1,48,64,0,13,13,1.4507644176483154
2,256,128,i1,k1,i0,j1,k0,j0,1,0,0,0,i1,48,64,8,13,813,1.2977795600891113
32,32,16,i1,k1,j1,i0,k0,j0,1,1,0,0,i1,48,1,24,33,2433,2.041301965713501
4,64,64,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,64,4,23,423,2.379936933517456
64,4,64,i1,i0,j1,k1,k0,j0,1,0,0,0,i1,48,1,16,33,1633,1.7836469411849976
2,32,1,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,64,1,3,103,1.8670413494110107
2,256,128,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,128,4,33,433,2.0845768451690674
32,2,128,i1,i0,j1,k1,k0,j0,1,0,0,0,i1,48,128,0,33,33,1.905110478401184
1,16,64,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,64,0,3,3,1.362466812133789
2,128,32,i1,k1,i0,j1,k0,j0,0,0,0,0,i1,48,64,4,13,413,1.3351808786392212
32,16,16,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,1,32,13,3213,1.4775805473327637
4,8,64,i1,k1,i0,j1,k0,j0,1,0,0,0,i1,48,64,0,13,13,1.9516998529434204
1,16,64,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,8,2,13,213,1.4484456777572632
2,256,32,i1,k1,i0,j1,k0,j0,0,0,0,0,i1,48,64,8,13,813,1.524443507194519
4,2,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,32,0,23,23,1.8891539573669434
1,256,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,256,1,23,123,1.9492331743240356
32,4,16,i1,j1,k1,k0,i0,j0,0,0,0,0,i1,48,1,8,3,803,2.301065683364868
2,64,128,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,128,1,13,113,1.5757993459701538
8,256,64,i1,j1,i0,k1,k0,j0,0,0,0,0,i1,48,16,8,33,833,1.6804115772247314
1,128,128,i1,j1,k1,i0,k0,j0,0,0,0,0,i1,48,128,1,13,113,1.5969440937042236
16,256,16,i1,k1,j1,i0,k0,j0,1,1,0,0,i1,48,16,16,33,1633,2.6083319187164307
1,64,64,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,128,0,3,3,2.450493574142456
4,16,32,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,16,4,33,433,2.3931033611297607
4,128,128,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,64,8,33,833,2.334178924560547
2,256,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,32,16,3,1603,1.8203264474868774
8,2,32,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,128,0,33,33,1.3698973655700684
2,128,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,128,2,3,203,1.7960724830627441
8,256,64,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,32,24,13,2413,1.426684021949768
8,4,32,i1,k1,i0,j1,k0,j0,1,0,0,0,i1,48,32,1,13,113,1.37476646900177
1,128,64,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,256,0,3,3,1.3408886194229126
64,64,16,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,1,16,13,1613,1.4915343523025513
4,2,32,i1,i0,k1,j1,k0,j0,0,0,0,1,i1,48,256,0,14,14,1.4716517925262451
4,16,32,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,16,4,33,433,1.45327627658844
64,128,16,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,4,8,13,813,1.3624207973480225
32,4,64,i1,i0,k1,k0,j1,j0,1,1,0,1,i1,48,64,2,4,204,1.5187491178512573
2,128,64,i1,i0,j1,k1,k0,j0,0,1,0,0,i1,48,16,16,13,1613,1.5237716436386108
4,2,32,i1,i0,k1,j1,k0,j0,0,0,0,1,i1,48,128,0,14,14,2.214308500289917
4,256,128,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,256,4,33,433,2.192683219909668
2,16,128,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,64,0,33,33,1.4154443740844727
8,128,32,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,16,24,13,2413,1.3963708877563477
8,256,64,i1,i0,j1,k1,k0,j0,0,0,0,0,i1,48,2,24,33,2433,2.5012850761413574
16,8,32,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,16,8,13,813,1.385352611541748
2,32,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,64,1,3,103,1.7879282236099243
64,8,32,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,1,32,13,3213,1.3784960508346558
2,16,64,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,32,1,13,113,1.512170672416687
16,2,32,i1,i0,k1,j1,k0,j0,1,1,0,1,i1,48,16,2,34,234,1.3438183069229126
16,32,16,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,32,16,33,1633,1.6857285499572754
32,4,64,i1,k1,j1,i0,k0,j0,0,1,0,0,i1,48,256,0,33,33,11.392087936401367
32,256,8,i1,k1,k0,i0,j1,j0,0,1,1,0,i1,48,1,32,33,3233,inf
32,32,16,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,16,24,33,2433,2.8115363121032715
1,8,128,i1,j1,i0,k1,k0,j0,1,1,0,0,i1,48,64,0,13,13,2.8918569087982178
8,16,32,i1,j1,i0,k1,k0,j0,0,1,0,0,i1,48,2,24,13,2413,1.6826202869415283
128,8,32,i1,j1,i0,k1,k0,j0,0,0,0,0,i1,48,2,32,33,3233,2.519109010696411
1,16,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,64,0,23,23,2.217529058456421
64,2,16,i1,j1,k1,i0,k0,j0,1,0,0,0,i1,48,2,24,13,2413,2.4496545791625977
1,32,64,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,8,4,33,433,1.6912717819213867
16,64,32,i1,j1,i0,k1,k0,j0,1,1,0,0,i1,48,2,32,13,3213,1.6998200416564941
32,32,16,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,2,32,33,3233,1.5522911548614502
1,32,1,i1,k1,i0,k0,j1,j0,0,1,0,0,i1,48,256,0,3,3,3.122797966003418
8,64,32,i1,j1,i0,k1,k0,j0,0,1,0,0,i1,48,2,16,13,1613,1.800297737121582
2,256,1,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,128,4,3,403,3.455679416656494
4,128,64,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,32,16,33,1633,1.868910551071167
16,256,4,i1,k1,k0,i0,j1,j0,0,1,1,0,i1,48,4,24,33,2433,5.184915065765381
2,64,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,64,2,3,203,1.7377541065216064
32,64,4,i1,k1,k0,i0,j1,j0,0,1,1,0,i1,48,1,8,33,833,inf
4,8,1,i1,k1,k0,i0,j1,j0,1,1,0,1,i1,48,256,0,24,24,30.888933181762695
16,2,64,i1,k1,j1,i0,k0,j0,0,1,0,1,i1,48,64,0,34,34,3.2940120697021484
8,128,4,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,128,8,23,823,2.102245330810547
16,4,4,i1,k1,k0,i0,j1,j0,1,1,0,1,i1,48,256,0,24,24,inf
2,32,1,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,8,8,23,823,3.9391562938690186
2,128,64,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,16,16,33,1633,2.746546745300293
256,2,32,i1,j1,k1,i0,k0,j0,1,1,0,1,i1,48,16,32,34,3234,inf
1,2,4,i1,k1,i0,k0,j1,j0,1,1,0,1,i1,48,32,0,4,4,3.025972604751587
128,128,128,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,2,32,33,3233,inf
16,4,128,i1,k1,j1,i0,k0,j0,1,1,0,1,i1,48,32,2,34,234,inf
256,2,16,i1,i0,k1,j1,k0,j0,1,0,0,1,i1,48,64,8,14,814,6.0919880867004395
2,128,16,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,256,1,3,103,2.115710496902466
128,32,16,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,2,8,33,833,inf
128,2,32,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,64,4,13,413,17.228273391723633
128,2,16,i1,i0,k1,j1,k0,j0,0,0,0,1,i1,48,128,2,14,214,12.618409156799316
4,32,32,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,8,16,13,1613,3.070261240005493
128,2,32,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,256,1,13,113,18.257978439331055
4,32,32,k1,i1,j1,k0,i0,j0,0,1,1,1,i1,48,256,0,34,34,inf
256,32,8,i1,k1,k0,i0,j1,j0,0,1,1,0,i1,48,16,32,33,3233,inf
64,4,16,i1,i0,k1,j1,k0,j0,0,0,0,1,i1,48,4,24,14,2414,1.540238618850708
256,16,4,i1,k1,k0,i0,j1,j0,1,1,1,0,i1,48,8,32,33,3233,inf
64,128,1,i1,k1,k0,i0,j1,j0,0,0,1,1,i1,48,1,32,14,3214,inf
32,1,128,i1,j1,k1,i0,k0,j0,0,1,0,1,i1,48,256,0,34,34,inf
256,4,64,i1,i0,j1,k1,k0,j0,0,0,0,1,i1,48,64,16,34,1634,12.000903129577637
16,2,32,i1,k1,i0,j1,k0,j0,0,1,0,1,i1,48,128,0,34,34,2.3227992057800293
32,4,16,i1,i0,k1,j1,k0,j0,0,0,0,1,i1,48,1,8,14,814,1.6764774322509766
8,4,64,i1,i0,j1,k1,k0,j0,1,1,0,0,i1,48,32,1,13,113,1.6275099515914917
4,16,128,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,32,2,13,213,2.7448391914367676
4,8,64,i1,i0,j1,k1,k0,j0,1,0,0,0,i1,48,2,16,33,1633,2.46760892868042
32,4,2,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,32,4,3,403,1.9345630407333374
16,8,128,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,64,2,13,213,1.5000492334365845
8,64,64,i1,j1,k1,i0,k0,j0,1,1,0,0,i1,48,32,16,33,1633,1.3741247653961182
4,128,64,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,16,32,13,3213,1.419224739074707
16,2,64,i1,k1,j1,i0,k0,j0,1,1,0,1,i1,48,64,0,34,34,2.3058011531829834
64,8,128,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,64,8,13,813,2.456831216812134
1,256,64,i1,j1,i0,k1,k0,j0,1,1,0,0,i1,48,16,16,13,1613,1.4977426528930664
1,16,128,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,32,0,13,13,1.4771865606307983
8,4,16,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,256,0,23,23,2.1874465942382812
8,256,64,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,32,24,33,2433,1.4947618246078491
4,64,64,i1,j1,i0,k1,k0,j0,0,0,0,0,i1,48,8,32,33,3233,1.4797621965408325
2,16,128,i1,j1,i0,k1,k0,j0,0,0,0,0,i1,48,128,0,33,33,1.427507996559143
4,16,64,i1,j1,i0,k1,k0,j0,0,1,0,0,i1,48,16,4,13,413,1.5557582378387451
8,32,16,i1,k1,j1,i0,k0,j0,0,0,0,0,i1,48,32,8,13,813,1.5729049444198608
2,64,128,i1,j1,i0,k1,k0,j0,0,0,0,0,i1,48,128,1,33,133,1.4322350025177002
8,128,4,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,256,4,23,423,1.5200010538101196
1,64,1,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,64,1,23,123,3.7866859436035156
16,8,32,i1,k1,j1,i0,k0,j0,0,1,0,0,i1,48,8,16,33,1633,1.6283589601516724
4,64,32,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,64,4,3,403,1.5880428552627563
4,32,64,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,32,4,23,423,1.4994066953659058
32,16,16,i1,k1,j1,i0,k0,j0,1,1,0,0,i1,48,1,32,33,3233,2.5879058837890625
1,32,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,32,1,3,103,1.8391549587249756
8,32,4,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,64,4,23,423,2.212970495223999
1,32,128,i1,j1,i0,k1,k0,j0,1,0,0,0,i1,48,8,4,33,433,1.6870982646942139
1,64,64,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,64,1,3,103,1.4689656496047974
4,64,16,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,128,2,33,233,1.443547248840332
4,256,64,i1,k1,k0,i0,j1,j0,1,0,0,0,i1,48,8,8,3,803,1.5029226541519165
16,8,64,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,8,16,13,1613,1.3769335746765137
2,16,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,64,0,3,3,1.7406408786773682
16,128,32,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,16,8,33,833,1.3534364700317383
8,128,64,i1,j1,i0,k1,k0,j0,1,0,0,0,i1,48,2,32,33,3233,1.5371400117874146
2,16,128,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,64,0,33,33,1.3662210702896118
16,16,16,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,4,24,33,2433,1.6853322982788086
8,32,32,i1,k1,j1,i0,k0,j0,1,1,0,0,i1,48,16,16,33,1633,1.5176254510879517
256,8,32,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,16,8,13,813,1.8799071311950684
32,16,32,i1,j1,i0,k1,k0,j0,0,1,0,0,i1,48,1,32,13,3213,1.6922659873962402
64,4,32,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,64,4,23,423,1.894989252090454
4,128,8,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,32,16,33,1633,1.7054811716079712
8,32,32,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,16,16,23,1623,1.3337070941925049
1,128,128,i1,k1,j1,i0,k0,j0,0,0,0,0,i1,48,128,1,13,113,1.3135654926300049
16,8,16,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,8,16,33,1633,1.7436069250106812
4,128,32,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,8,24,13,2413,1.4726316928863525
4,64,64,i1,i0,j1,k1,k0,j0,1,1,0,0,i1,48,8,32,13,3213,1.4673984050750732
32,2,128,i1,j1,i0,k1,k0,j0,1,0,0,0,i1,48,128,0,33,33,1.8700975179672241
8,128,32,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,8,8,33,833,1.4745761156082153
64,256,32,i1,j1,i0,k1,k0,j0,0,1,0,0,i1,48,2,32,13,3213,1.5754868984222412
1,8,128,i1,i0,j1,k1,k0,j0,0,0,0,0,i1,48,32,0,33,33,1.4395995140075684
64,32,16,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,1,8,13,813,1.4061496257781982
256,256,16,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,16,16,13,1613,2.124241352081299
2,256,128,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,128,4,13,413,1.410823941230774
16,16,32,i1,j1,i0,k1,k0,j0,0,1,0,0,i1,48,2,8,13,813,2.0130133628845215
8,2,32,i1,j1,k1,i0,k0,j0,0,0,0,0,i1,48,32,0,13,13,1.7253426313400269
8,16,64,i1,i0,j1,k1,k0,j0,0,0,0,0,i1,48,2,24,33,2433,1.5019617080688477
64,32,64,i1,j1,k1,i0,k0,j0,0,0,1,0,i1,48,2,24,23,2423,1.4927468299865723
32,256,16,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,32,16,33,1633,1.70094633102417
4,16,64,i1,j1,k1,k0,i0,j0,0,0,0,0,i1,48,64,1,3,103,1.3925708532333374
64,64,16,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,32,8,33,833,1.8809478282928467
32,128,16,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,32,8,33,833,1.6958860158920288
4,256,16,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,32,32,23,3223,1.729628324508667
64,128,16,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,16,32,33,3233,1.6469321250915527
4,128,64,i1,j1,i0,k1,k0,j0,1,1,0,0,i1,48,16,32,13,3213,1.4861689805984497
8,8,64,i1,j1,i0,k1,k0,j0,0,1,0,0,i1,48,64,1,13,113,2.1795616149902344
32,64,16,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,16,8,33,833,1.4351836442947388
8,8,64,i1,k1,i0,j1,k0,j0,1,0,0,0,i1,48,64,1,13,113,2.374819755554199
64,2,16,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,1,8,13,813,1.4385093450546265
128,128,16,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,16,24,33,2433,1.4242610931396484
4,8,64,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,4,8,13,813,1.492879867553711
2,256,32,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,8,24,33,2433,1.5041931867599487
256,2,32,i1,i0,j1,k1,k0,j0,1,1,0,0,i1,48,1,32,13,3213,1.4033170938491821
2,64,64,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,64,2,23,223,1.3706026077270508
2,256,32,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,8,24,13,2413,1.5046535730361938
16,256,32,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,256,16,23,1623,1.8474047183990479
16,64,16,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,16,24,33,2433,1.3904625177383423
16,8,64,i1,i0,j1,k1,k0,j0,0,0,0,0,i1,48,4,32,33,3233,1.3744052648544312
32,128,16,i1,k1,i0,j1,k0,j0,0,1,0,0,i1,48,32,8,33,833,1.6250075101852417
4,64,64,i1,i0,j1,k1,k0,j0,0,1,0,0,i1,48,16,16,13,1613,1.3519281148910522
4,32,64,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,32,4,23,423,1.398152232170105
64,256,64,i1,i0,j1,k1,k0,j0,1,1,0,0,i1,48,2,32,13,3213,1.324677586555481
8,16,32,i1,k1,j1,k0,i0,j0,1,0,0,0,i1,48,16,8,3,803,1.4635670185089111
8,64,16,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,4,8,33,833,1.4812792539596558
4,128,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,128,4,3,403,1.9537551403045654
4,16,32,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,256,0,23,23,1.9291270971298218
2,16,32,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,16,2,13,213,1.5174943208694458
2,64,1,i1,k1,k0,i0,j1,j0,0,0,0,0,i1,48,128,1,3,103,2.0107340812683105
4,256,64,i1,j1,k1,k0,i0,j0,0,0,0,0,i1,48,8,8,3,803,1.5044783353805542
2,16,1,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,128,0,3,3,1.8124927282333374
8,64,64,i1,j1,i0,k1,k0,j0,1,1,0,0,i1,48,16,32,13,3213,1.3976800441741943
2,32,128,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,4,16,13,1613,1.5762033462524414
2,32,128,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,4,16,33,1633,1.570862054824829
4,16,32,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,8,8,33,833,1.5185474157333374
128,128,16,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,32,32,33,3233,2.108456611633301
4,16,64,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,32,2,13,213,1.305410385131836
32,2,16,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,4,16,33,1633,1.3973321914672852
16,32,128,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,32,16,13,1613,1.2696597576141357
1,4,64,i1,i0,j1,k1,k0,j0,0,1,0,0,i1,48,4,1,13,113,1.806838035583496
4,32,64,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,32,4,33,433,1.4930768013000488
64,8,16,i1,j1,k1,i0,k0,j0,0,0,0,0,i1,48,2,16,13,1613,2.290235996246338
8,8,32,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,2,32,33,3233,1.4871357679367065
1,16,1,i1,k1,i0,k0,j1,j0,1,1,0,0,i1,48,256,0,3,3,1.7457568645477295
2,8,128,i1,j1,i0,k1,k0,j0,0,0,0,0,i1,48,128,0,33,33,1.3267422914505005
1,64,128,i1,k1,j1,i0,k0,j0,0,0,0,0,i1,48,128,0,13,13,1.4376335144042969
64,8,64,i1,j1,i0,k1,k0,j0,1,0,0,0,i1,48,8,24,33,2433,1.2891231775283813
8,2,64,i1,i0,k1,j1,k0,j0,0,0,0,0,i1,48,64,0,13,13,1.2519609928131104
1,8,128,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,256,0,3,3,1.190492033958435
1,2,128,i1,i0,j1,k1,k0,j0,1,0,0,0,i1,48,64,0,33,33,1.4302397966384888
4,256,64,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,64,16,3,1603,1.1775363683700562
2,256,64,i1,j1,k1,i0,k0,j0,0,1,0,0,i1,48,256,2,33,233,1.1935752630233765
2,4,128,i1,i0,j1,k1,k0,j0,0,1,0,0,i1,48,256,0,13,13,1.194684624671936
8,256,64,i1,k1,k0,j1,i0,j0,1,0,1,0,i1,48,16,8,33,833,1.441374659538269
4,4,64,i1,j1,i0,k1,k0,j0,1,1,0,0,i1,48,128,0,13,13,1.2000267505645752
128,4,64,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,16,32,13,3213,1.2066024541854858
2,64,64,i1,k1,i0,j1,k0,j0,1,1,0,0,i1,48,256,0,33,33,1.206992268562317
1,8,128,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,128,0,3,3,1.3965431451797485
1,128,128,i1,k1,i0,k0,j1,j0,0,1,0,0,i1,48,256,0,3,3,1.3168509006500244
4,4,128,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,64,0,33,33,1.235700011253357
2,64,64,i1,j1,k1,i0,k0,j0,0,1,0,0,i1,48,256,0,33,33,1.2286378145217896
2,32,64,i1,i0,k1,k0,j1,j0,1,1,0,0,i1,48,32,2,3,203,1.4525878429412842
2,32,64,i1,i0,k1,k0,j1,j0,0,1,0,0,i1,48,64,1,3,103,1.2424657344818115
2,2,64,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,256,0,33,33,1.248435616493225
8,4,128,i1,i0,k1,j1,k0,j0,1,1,0,0,i1,48,32,1,33,133,1.2488737106323242
1,128,64,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,8,16,33,1633,1.5978292226791382
2,128,128,i1,j1,k1,k0,i0,j0,0,0,0,0,i1,48,128,2,3,203,1.2584831714630127
4,8,64,i1,i0,k1,k0,j1,j0,0,0,0,0,i1,48,128,0,23,23,1.2613270282745361
4,64,128,i1,i0,k1,k0,j1,j0,1,0,0,0,i1,48,64,4,23,423,1.2615207433700562
4,32,32,i1,i0,k1,j1,k0,j0,1,0,0,0,i1,48,2,24,13,2413,1.6307294368743896
8,256,128,i1,i0,k1,j1,k0,j0,0,1,0,0,i1,48,64,32,33,3233,1.2662945985794067
